Įstaigos_kodas;Gydytojo_ID;Laisvos_registracijos_data;Įrašo_sukūrimo_data
179761936;7;2018-09-29 16:40;2019-03-08 17:33:22
179761936;7;2018-09-29 17:00;2019-03-08 17:33:22
179761936;7;2018-09-29 17:20;2019-03-08 17:33:22
179761936;7;2018-09-29 17:40;2019-03-08 17:33:22
179761936;7;2018-09-30 18:00;2019-03-08 17:33:22
179761936;7;2018-09-30 18:20;2019-03-08 17:33:22
179761936;7;2018-09-30 18:40;2019-03-08 17:33:22
179761936;7;2019-01-11 07:00;2019-03-08 17:33:22
